,sentence,category
5707, ज्योती मगर स्वदेश तथा बिदेशमा हुने सांगीतिक कार्यक्रममा छोटा कपडा लगाएर उत्तजेक रुपमा प्रस्तुत भएका कारण चर्चामा छिन् ,Entertainment
5708,"  एउटा केटा थियो, उसले मलाई खुब हेथ्र्यो, म पनि हेर्थें, त्यहि नै प्रेम थियो ",Entertainment
5709, यो सम्झौता राष्ट्रिय तथा अन्तर्राष्ट्रियस्तरको खेल खेल्दासमेत लागू हुने टेलिकमले जनाएको छ ,Sports
5710, भन्सार प्रशासनको हालको ठूलो चुनौती नै सही घोषणा र मूल्यांकनका माध्यमबाट उचित राजस्व संकलन गर्नु हो ,Economy
5711," त्यसैगरी, सदस्यमा राजेन्द्र धिमाल, चन्द्रमोहन चौधरी, युवराज गुरुङ, दिलन राई, राजु गुप्ता, सुनिता घिमिरे र पूजा ढकाल छन्",Sports
5712," जसमा नेपालसहित अमेरिका, भारत, थाइल्याण्ड, बंगलादेश, इटाली, इंग्ल्याण्ड, अष्ट्रेलियालगायतका देशका राइडरहरुको सहभागिता रहनेछ ",Sports
5713, उदार विचार राख्नेहरुका लागि विवाहभन्दा पहिले नै शारिरिक सम्बन्ध राख्नु जायज हो ,Entertainment
5714,"पुशपति शर्माकै लय, शब्द र संकलन रहेको यस गीतलाई आशिष म्युजिकले बजारमा ल्याएको छ ",Entertainment
5715, रहरैरहरले अभिनयमा छिरेका उनले अहिलेसम्म खासै प्रगति गर्न नसकेको उनकै ठहर छ ,Entertainment
5716, जिल्लाको कृषि उत्पादन वृद्धि गरी खाद्य तथा पोषणको सुरक्षामा सुधार ल्याउन रणनीतिक योजना आवश्यकता भएको जिल्ला कृषि विकासका वरिष्ठ अधिकृत डा. रामकृष्ण श्रेष्ठले बताए ,Economy
5717, केही बृहत् परियोजनामा भारतीय लगानी रहेको कम्पनीको सहभागिता सुनिश्चित गर्न नयाँ गठबन्धनले हरसम्भव कोसिस गर्नेछ ,Economy
5718, चिरागलाई पनि पाठकहरुले मन पराउनुभएको छ तर जुनेलीमाथि ऊ हावी भएको छैन ,Entertainment
5719, इनिसियल ओपनिंगमा ‘प्रेमगीत’ ले बाजी मारेपनि रिलिजपछि दर्शकको प्रतिक्रियाका आधारमा शोजमा शनिबारदेखि तलमाथि हुनेछ ,Entertainment
5720,वरिष्ठ सञ्चारकर्मी कुन्दन अर्यालले द्वन्द्व कालमा भएका गम्भीर प्रकृतिका घटनाबारे सरकार र तत्कालनि माओवादीको स्पष्ट धारणा आउनुपर्नेमा जोड दिए ,National
5721,त्यतिवेला नेपाल सद्भावना परिषद्को नाममा राजनीतिक अभियान सुरु भएको थियो ,Sports
5722, उनले स्पेनको बार्सिलोनामा रहेको क्यूरोन टेकोन अस्पतालमा दोस्रो सन्तानको रुपमा छोराको जन्म दिएकी हुन् ,Entertainment
5723, यद्यपी पछिल्लो केही समय यता उनीहरु बीचको सम्वन्ध चिसिँदै गएको थियो ,Entertainment
5724," तर, अन्त्यतिर डेब्यू गोलकिपर ब्रोभोको गल्तीको फाइदा युनाइटेडले लिएको छ ",Sports
5725,पहिलाको कामको समिक्षार आगामी कार्यक्रमको बारेमा योजना बनाउने छन् ,Sports
5726, फिफाको मान्यताअनुसार कुनै पनि क्लबले अफिसियल खेल खेल्दा आफ्नै पोशाक लगाउन भनेको हुन्छ ,Sports
5727,जबज र दक्ष प्रजापतिको टाउकोएमालेका जननेता मदन भण्डारीले बहुदलीय जनवाद (जबज) को सिद्धान्त प्रतिपादन गरिरहेका बेला झलनाथ खनालले त्यसलाई दक्षप्रजापतिको टाउकोको संज्ञा दिएका थिए ,National
5728," र, प्रतियोगितामा नेपालबाट लिग च्याम्पियन थ्रीस्टार क्लवले सहभागिता जनाउनेछ ",Sports
5729," त्यसैगरी खुट्टामा टाटु खोपाउनेहरूमा प्रियंका कार्की, अनिशा गुरुङ आदि छन् ",Entertainment
5730," शहरमा मात्रै होइन, गाउँघरमा पनि तिहारमा झिलिमिली बत्ती जोड्ने प्रचलन आम बनेको छ ",Economy
5731, कम्पनीले बैकिङ सुविधा दिने उद्देश्यका साथ बैंकको शाखासहित एटिएम लाउन्जसमेत निर्माण गर्ने जानकारी दिएको छ ,Economy
5732, कस्तो प्रविधि अपनाएका छन् लगायतका सम्पूर्ण सूचनाहरु भएको शो-केस रहनेछ ,Economy
5733, मुगु जिल्लाको रारा गाविसस्थित मुर्माटपमा रहेको रेडियो नेपालको रिले स्टेसनमा गएराति अज्ञात समूहले आक्रमण गरेको छ ,National
5734," तर, सुरुवात चरणमा यो सेवा दुईपांग्रे सवारी साधनको लाइसेन्सका लागि मात्रै लागू गरिएको छ ",National
5735,"’ यस्तै, परिषद्ले अर्को निर्णय नभएसम्म भावनालाई नै क्यानको दैनिक कामकाज गर्न पत्र पठाएको थियो ",Sports
5736, तर उसको अर्को खेल भने जोसे माउरिन्होको म्यान्चेस्टर युनाइटेडसँग हुँदैछ ,Sports
5737, नयाँ शक्तिको भ्रम जालमा नपर्न समेत उनले आफ्ना कार्यकर्तालाई सल्लाह दिएका थिए ,National
5738," तर, राष्ट्र बैंकका सञ्चालक तथा उच्च व्यवस्थापकहरुले पूर्णरुपमा गोपनीयता कायम गरेकोमा गर्भनरले खुसी व्यक्त गरे ",National
5739, द्रविड र जयवर्धने रहेको कमिटीको प्रमुखमा भारतकै पूर्वकप्तान अनिल कुम्बले तीन वर्षका लागि निर्वाचित भएका छन् ,Sports
5740,"लिगामा बााकी खेल मध्ये एक चिरप्रतिद्वन्द्वी रियल मड्रिडसँगको खेल पनि छ, जुन अप्रिलमा हुनेछ ",National
5741, शिखा बाथरुममा छिर्दा नै चक्कु लिएर गएकी उनको साथीले जानकारी दिएका छन्,Entertainment
5742, तर उनीहरुले भोगिरहेको कैयौं समस्याप्रति सरकारले बेवस्ता गरिहरेको छ ,Entertainment
5743, श्रृष्टीको भुमिकामा देखिने नायिका वेनिशा हमालले आफूलाई उनको चरित्रमा उर्तान समय लाग्ने र यसमा शत प्रतिशत दिने समेत बताइन् ,Entertainment
5744,"’‘यहाँ अरुपनि प्रतिद्धन्दीहरु त छन् तर हाम्रो लक्ष्य भनेको पुनः च्याम्पियन बन्नु हो’, उनले थपे ",Sports
5745, त्यसको सकारात्मक प्रभाव नेपालले आयरल्यान्डविरुद्धको खेलमा देखाउन सक्छ ,Sports
5746, फिल्मको शीर्ष गीतले सफलता पाईरहेका बेला प्रतिक्षित बनेको फिल्मको प्रयोगात्मक शैलीको प्रोमो सार्वजनिक भएको हो ,Entertainment
5747," ‘प्राधिकरणले अब प्रस्ताव माग्नेछ र उनीहरूको प्राविधिक अवस्थाको मूल्यांकन गरेर फोरजी सञ्चालन गर्न दिनेछ,’ उनले भने ",Economy
5748,’भारतका सीतामढीमा मधेसी मोर्चामा आवद्ध सद्भावना पार्टीका अध्यक्ष राजेन्द्र महतो र तराई मधेस सद्भावना पार्टीका अध्यक्ष महेन्द्र राय यादवसँग शनिवार भेंटघाटका क्रममा उनले यस्तो कुरा बताएका हुन् ,National
5749, तर तीज नजिकिदै गएपछि उनी आफ्नै एल्वम निकाले पनि अरुकै एल्वममा भए पनि गाउन तयार भइन् ,Entertainment
5750,लगातार ‘नाईं नभन्नु ल’को सिरिज निर्माण गर्दै आएका आचार्यले यसको पाँचौं भाग पनि निर्माणको तयारी सुरु गरिसकेका छन् ,Entertainment
5751,बबरमहलस्थित नेपाल आर्ट काउन्सिलमा ‘हामी उठ्नेछौं’ शीर्षक रहेको पाँच दिने सामूहिक चित्रकला प्रदर्शनी आइतबारबाट सकिएको छ ,Entertainment
5752,तर त्यस्तो रकम दुरुपयोग हुने क्रम बढेपछि कार्यविधि बनाएर नियन्त्रण थलिएको हो ,Sports
5753,"पोखरामा हालै सञ्चालनमा आएको विन्ध्यवासिनी यातायातलाई सेवा सुचारु गर्न कास्की प्रशासन, राजनीतिक दल, यातायात व्यवसायीले सहमति दिएपछि नगर क्षेत्रमा पोखरा बस व्यवसायी समितिको सिन्डिकेट तोडिएको हो ",Economy
5754,संस्कृत सिक्ने क्रममा फोर्ब्सले विश्वभाषा क्याम्पसको पाठ्यक्रममा थुप्रै गल्ती पत्ता लगाए,Entertainment
5755, स्वतन्त्र मधेश गठबन्धनको विषयमा छलफल गरिरहेको अवस्थामा नेताहरुलाई पक्राउ गरिएको एसएन मण्डलले जानकारी दिएका छन् ,National
5756," नेपाल सङ्गीत तथा नाट्य प्रज्ञा प्रतिष्ठान, काठमाण्डौका आयोजना तथा मैथिली साहित्य परिषद्को संयोजनमा राजविराजमा लोक नायक दीनाभद्रीको विषयमा बृहत अध्ययन, अनुसन्धान एवम् विचार मन्थन हुने भएको छ ",National
5757," उनी भन्छन्, “राज्यले सिने क्षेत्रमा लगानी गर्नुभन्दा पनि यसमा विकृति, विसंगति भित्र्याउनेलाई कडा कारबाही गरोस्, राम्रो काम गर्ने निर्माता निर्देशकलाई पुरस्कृत गरोस् ",Entertainment
5758,साढे आठ अर्ब रुपैयाँ पूँजी लगानी हुने अनुमान गरिएको आयोजनाका लागि आवश्यक प्रक्रिया अघि बढिसकेको प्रहरी प्रधान कार्यालय स्रोतले जानकारी दिएको छ,Sports
5759,दोहोरी गीतमा मोडलिङ्ग गरेर चर्चा पाएकी ज्योति तेस्रो पटक मलेसिया जान लागेकी छिन् ,Entertainment
5760, व्यावसायिक तरकारी खेतीसँगै किसानहरु थोपा सिँचाइतर्फ आकर्षित हुँदै गइरहेका छन् ,Economy
5761, नेपाली क्षेत्रमा थ्रोको अवसर पाएको लाओसका लागि स्ट्राइकर झिसोङखम चाम्पाथोङले गोल गरे,Sports
5762," उद्धारकर्ता सान्टिएगोका अनुसार एलनले सुरुमा, मेरो परिवार, मेरो साथी… कहाँ छन् उनीहरु ? भन्ने प्रश्न गरेका थिए ",Sports
5763, मन्त्रालयले बाराको सिमरामा निर्माणधिन सेजमा तयारी पोसाक उद्योग स्थापना गर्न दिने भन्दै त्यसका लागि तयार रहन उद्योगीलाई आग्रह गरेको छ ,Economy
5764,जिल्लामा बढेको होटल व्यवसाय र आलुलाई विभिन्न परीकार बनाएर खान सकिने भएकाले आलु बढि खपत भएको प्रमुख प्रधानले बताए ,Economy
5765, हाम्रो व्यवस्थामा सचिवहरु मुख्य सचिवप्रति जवाफदेही हुने प्रचलन नै छैन ,National
5766, यसअघिका यस चलचित्रका ‘सिक्वेल’ले राम्रो व्यापार गरेकाले पछिल्लो सिरिजलाई पनि आशातीत नजरले हेरिएको हो ,Entertainment
5767,बलिवुडमा धुम मचाएकी चर्चित अभिनेत्री अनुष्का शर्मा र चर्चित क्रिकेटर विराट कोहलीको सम्वन्ध अब पक्का हुने भएको छ ,Entertainment
5768,जिल्लामा कम्तीमा तीन स्थानीय तहएउटा जिल्लामा कम्तीमा तीनवटा स्थानीय तह गठन हुनेगरी आयोगले प्रस्ताव गरेको छ ,National
5769," र, यसलाई संयोग नै मान्नु पर्छ यस गीतको भिडियोलाई फेरि सउलमै प्रदर्शनको निम्ति जानै लागेको बेला नेपथ्यले आम दर्शकका निम्ति युट्युबमार्फत् सार्वजनिक गर्दैछ",Entertainment
5770," विभिन्न प्रतियोगिता, चलचित्र महोत्सव आदिमा भाग लिंदा छोटा चलचित्रबाट आयआर्जन राम्रो हुने भन्दै उनी अध्ययन अवधिभर यही विधामा रम्ने बताउँछिन्",Entertainment
5771,यदि उनी भन्छीन् तपाँई बिना उनलाई एकलोेपनको महशुस हुन्छ खालि खालि लाग्छ  सम्झनुहोस् तपाईको लागि सहि लाईफ पार्टनर मिल्यो ,Entertainment
5772,बाल्यावस्थादेखिनै यस्तै लथालिङ्गे पाराले अभिनयमा हाम फालेका सुरवीरले हजुरबा बन्ने उमेरसम्म आइपुग्दा पनि आफ्नो पहिचान बदल्न सकेका छैनन् ,Entertainment
5773, उनले भने ‘बा–आमा र बहिनीहरुलाई रोएको र भाउजुको समेत विक्षिप्त अवस्था देख्दा म आफूलाई पनि सम्हाल्न सक्दिन ,National
5774,भूकम्पको झड्का कोलकाता सहरका साथै विहार र झारखण्डमा समेत महसुस भएको थियो ,National
5775, आफ्नो स्वास्थ्य समस्याको प्रकृतिअनुसार तोकिएको दिनमा नेपाली डाक्टरसँग कामदारले परामर्श गर्न सक्नेछन् ,Economy
5776,"’चाउचाउ, बिस्कुट र बोतलका पेय पदार्थलाई उनी पत्रु खानेकुरा भन्छिन् ",National
5777," त्यहाँ राम्रो कमाइ हुन्छ, जीवन सुखमय हुन्छ भन्ने उनले सुनेकी थिइन् ",National
5778,हत्या भएको केहि वर्षसम्म त डेभिडको परिवारले नेपाल प्रहरीसँग सोधिरहेका थिए हत्यारा कहिले पक्राउ पर्छ भनेर ,National
5779, उहाँहरुको हरेक मागबारे छलफल गर्न सरकार तयार छ तर पूर्वसर्त पूरा गरेर भने वार्ता हुँदैन ,National
5780, आयोजनाका प्रमुख शिरिस कोइरालाले आफूखुसी नहरमा पानी बन्द गरेको उनको भनाइ थियो ,Economy
5781, उनका बुबा शंकर कार्की छोरीको संगीतप्रतिको लगन देखेर अर्को साल एल्बम निकाल्नकै लागी नेपाल आउन लागेको बताउछन् ,Entertainment
5782,नुन उत्खननका समयमा निःशुल्क नुन उपभोग गर्दै आएका तेताङवासी अहिले केजीको हिसाबमा महँगो मूल्य तिरेर नुन उपभोग गर्न बाध्य भएका हुन् ,National
5783, मधेस आन्दोलनका क्रममा भएका घटनाको छानविन गर्न उच्चस्तरीय आयोग बनिसकेको र त्यसले टीकापुर घटनाको पनि छानविन गर्ने भन्दै उनले पुरानो छानविन प्रतिवेदन सार्वजनिक नहुने बताए ,National
5784,डा केसीको अघिल्लो अनशनका क्रममा सरकारले चिकित्सा शिक्षा ऐन ल्याउने लिखित प्रतिबद्धता गरेको थियो ,National
5785,आन्दोलनको क्रममै उनीहरुले सोमबार माइतीघर मण्डलादेखि नयाँबानेश्वरसम्म दौड जुलुश र मंगलबार बानेश्वरमै सडक बहस कार्यक्रम गर्न लागेका छन् ,National
5786,यसअघि आजै भएको पहिलो खेलमा कलर्स एक्स फ्याक्टर्सले जगदम्बा राइनोजबिरुद्ध सुपरओभरमा रोमाञ्चक जित निकालेको छ ,Sports
5787,मलिकले कर्नर प्रहारबाट आएको बललाई नेपालका चार डिफेन्डरले क्लियर गर्न नसक्दा कमलाले सहजै पहिलो बारमा गोल गरिन् ,Sports
5788,जिल्ला विकास समितिको आयोजनामा गाविस सचिव र स्वतन्त्र मूल्याङ्कनकर्ताका लागि अभिमुखीकरण सम्पन्न भएको हो ,Economy
5789,"तराई बन्दको व्यापक प्रचार–प्रसारको लागि छापा, विद्युतीय, इलेक्ट्रोनिक लगायतका सबै सञ्चारमाध्यमको उपयोग गर्ने, अपील, हातेपर्चा वितरण र भित्ते लेख्न समेत गर्ने निर्णय भएको जनाईएको छ ",National
5790,’बार्सिलोनामा डिफेन्डर जेरार्ड पीकेले मंगलबारको खेलसँगै आफूहरुले यो सिजन पनि प्रमुख तीन उपाधि जित्न चाहेको बताएका छन् ,Sports
5791,"त्यस्तै, कास्की जिल्ला स्तरीय पौडी प्रतियोगिताको उपाधि धनमान गुरुङले जितेका छन् ",Sports
5792, स्थानीय टिम अल मास्रीका समर्थकहरुलाई विपक्षी क्लबका समर्थमाथि आक्रमण गर्न छाडिदिएको आरोप प्रहरी अधिकारीहरुमाथि छ,Sports
5793,संघको विशेष कार्यसमितिका अध्यक्ष साहित्यकार राधेश्याम लेकालीको अध्यक्षतामा बसेको कार्यसमितिको बैठकले उक्त निर्णय गरेको हो ,Entertainment
5794,’ग्वार्डिओलाले म्यान्चेस्टर सिटी संहालेपछि सबै प्रतियोगितामा गरी लगातार पाँच जित दिलाएका छन् ,Sports
5795,"धरानमा हेल्दि होमशरिर आर्कषक, स्वस्थ, तन्दुरुस्त राख्न चाहने र मोटोपनाले गर्दा हैरान भएका पुर्वाञ्चलबासीका लागी धरान हेल्दि होम स्थापना भएको छ ",Entertainment
5796,’ प्रशिक्षणका दौरान विनोदले दायाँहाते लेग स्पिनर सन्दीपमा अद्भूत क्षमता देखेका थिए ,Sports
5797,"हेमराज बिसीको निर्देशनमा बनेको चलचित्रमा अनमोल केसी, गौरव पहाडी, सलोन बस्नेत, मेनका प्रधान, ऋतिक शाहीलगायत कलाकारको अभिनय छ ",Entertainment
5798, अवार्ड जितेसंगै अल्जेरियाका महरेज पिएफए अवार्ड पाउने पहिलो अफ्रिकन तथा लिसेस्टरको पनि पहिलो खेलाडी बनेका छन् ,Sports
5799, ओलावलेको हृयाट्रिकको मदतमा सशस्त्र प्रहरीको एपीएफ क्लबमाथि शानदार जित हात पार्दै मनाङ मस्र्याङ्दी पोखरा कपको फाइनलमा प्रवेश गरेको छ ,Sports
5800,बढ्दै छन् उजुरीकालिमाटी प्रहरी वृत्तको महिला सेलमा दैनिक यस्ता घटनाहरुका उजुरी आउँछन् ,National
5801, समितिका संयोजक बालानन्द पौडेलले अर्थमन्त्री पौडेललाई शुक्रबार प्रतिवेदन बुझाएको हो ,Economy
5802, एक भिलेन  मा बाईक चलाएकी श्रद्धालाई उक्त फिल्ममा नायक सिद्धार्थ मल्होत्राले सघाएका थिए ,Entertainment
5803,अमेरिकामा एउटा विमान कफी बनाउने मेसिनबाट निस्किएको धुवाँका कारण आपतकालीन अवतरण गर्नु परेको छ,Entertainment
5804, जिल्ला पशु सेवा कार्यालयले आयोजना गरेको सार्वजनिक सुनुवाइमा पीडित टेकबहादुर शाहीले भेडाबाख्रा मरेको जानकारी गराउँदा पनि पशु कार्यालयले कुनै चासो नदेखाएको आरोप लगाए ,Economy
5805,आफ्नो विषय स्त्रीरोग भए पनि पोषणबारे बोलेकामा उनलाई आजसम्म कसैले नराम्रो प्रतिक्रिया जनाएका छैनन् ,National
5806, त्यही बैंकको सेयर प्रमाणपत्र धितो राखेर उही सेयरधनीलाई ऋण दिनु त्रुटिपूर्ण रहेको प्रतिक्रिया उनले दिए ,Economy
5807,भिमदत्तको पाठ्य पुस्तक विद्यालय स्तरको पाठ्यक्रममा पनि रहेकाले रहर र लहडमा चलचित्रहरु निमार्ण भैरहदा समग्र राष्ट्रिय व्यक्तित्व बोकेको फिल्म हेर्न युनिटले सबैमा आग्रह गरेको छ ,Entertainment
5808,धादिङमा रहेका उद्योगबाट काठमाडौंका डिलरले ग्यास ओसार्दा प्रतिसिलिन्डर सय रुपैयाँसम्म ढुवानी भाडा तिर्नुपरेको उनले जानकारी दिए ,Economy
5809, करिब चार वर्ष नेपाली राष्ट्रिय क्रिकेट टोली सम्हालेका प्रशिक्षक दासानायके नेपाली क्रिकेटले निकै छलाङ मारेको थियो ,Sports
5810, दशौं एसियाली क्याडेट तथा सत्रौं एसियाली जुनियर जुडो च्याम्पियनसिपको जुनियरमा नेपालकी फुपु ल्हामु खत्रीले कांस्य पदक जितेकी छन् ,Sports
5811,म्याद सकिएसँगै सेना अनुगमनमा गएको बेला सङ्कलक पाटनमै रहेको पाइएमा निकुञ्जले आवश्यक कारबाही गर्नेसमेत चौधरीले बताए ,Economy
5812," “मधेशसँगको सम्बन्धलाई थप सुमधुर बनाउन हामी ‘पर्फर्मेन्स आर्ट’ को सहायता लिंदैछौं”, मण्डलाका निर्देशक राजन खतिवडा भन्छन्",Entertainment
5813,त्यही गुमनामीलाई चिर्न उनको एकल रचनामा ;बहुमुल्य: मधुर सम्झना; एल्बम बजारमा ल्याउने तयारीमा अन्तिम चरणमा पुगेको छ,Entertainment
5814, कतिपयले आफू बिदेश जानुअघि आफ्नी श्रीमतीलाई पनि किनेर लगेको तथा कतिपय आफ्नै आमाले छोरीको लागि तथा केटा साथीले केटीको लागि र केटी साथीले केटाको लागि पनि यो खरिद गर्न आउने गरेका छन् ,Entertainment
5815, त्यस क्षेत्रका अनुभवी ब्यक्तित्व डबल दाईका साथ हामी मेघको प्रवाह नगरी खप्तड उक्लिरहयौं ,Economy
5816,मोटरसाइकल चढ्ने उपभोक्ताहरुलाई मध्यनजर गर्दै बजारमा सस्तो मूल्यमा उच्च गुणस्तरीय हेलमेटहरु उपलब्ध छन् ,Economy
5817, ताप्लेजुङमा छनोट भएका टोलीले सातौं राष्ट्रिय खेलकुदमा पूर्वाञ्चलको प्रतिनिधित्व गर्नेछ ,Sports
5818," चलचित्रमा सुरेन्द्र पौडेलको सम्पादन, स्वप्निल शर्माको संगीत, चन्द्र पन्तको एक्सन छ",Entertainment
5819,साथै चिकित्सा शास्त्र अध्ययन संस्थान (आइओएम)को डिन तत्काल नियुक्त गर्ने निर्णय भएको छ ,National
5820,"बोका, राँगा, कुखुरा र परेवाको बलि चढ्दै आएको मन्दिरमा गत माघदेखि परेवा बलिमा रोक लगाइएको छ ",Economy
5821,कर्मचारीलाई तलब खुवाउन आन्तरिक स्रोतको कमी भएको भन्दै जिल्ला विकास समितिले पनि सुनकोसी उत्खान गर्ने र क्रसर उद्योग राख्ने अनुमति दिँदै आएको छ ,Entertainment
5822,एउटा थोत्रो साइकलको सहाराले घर–घरमा तरकारी बेच्दै आइरहेकी भारतको पश्चिमी राज्य तमिलनाडुकी एक महिला आफ्नो छोराको सफलतालाई लिएर अहिले गदगद छिन्,Sports
5823,गुगल ब्वाइका कारण भूइँँचालो पीडितले राहत पाएनन् भनेर उनका आमाबाबालाई यो सन्देश सुनाउन खोजेको होइन ,National
5824, बेली डान्स मार्फत स्टेज प्रस्तुतिमा धमाका पिटिसकेकी गौतम मोडलिङमा पनि उत्तिकै जमेकी छन् ,Entertainment
5825,बिपी कोइराला मेमोरियल क्यान्सर अस्पताल अस्तव्यस्त बन्दै गएपछि स्वास्थ्य मन्त्रालयले सञ्चालक समितिका अध्यक्ष र कार्यकारी निर्देशकसंग स्पष्टीकरण माग गरेको छ,Sports
5826," तर, फ्रान्सलाई फरवार्ड करिम बेन्जिमाको विवादास्पद अनुपस्थितिले सताउने छ ",Sports
5827,"”नगरपालिका अन्तर्गतको लगनखेल, कोपुण्डोल, नटोल, ज्वागल, सानेपा बागमती करिडोर लगायतका क्षेत्रलाई लक्षित गरेर अहिले कारबाही भइरहेको छ ",National
5828,फिल्म हेरेपछि फिल्मका प्रेम र गीतको जोडीलाई रुचाइए भने यसको सिनेमाटोग्राफी र अभिनयले पनि तारिफ पायो ,Entertainment
5829, तिनको तल्लो भागमा टायर हालेर बलियो बनाउन थालिए पनि मानिसहरूको रहर र शानमानलाई भने जुत्ताले नै तानिरह्यो,Entertainment
5830,यी विषयको टुंगो लागेपछि त्यससँगै रहेको मन्त्रिपरिषदको गठन विधि टुंगो लाग्नेछ,National
5831, सरकारी जागिरमा हुँदा त्यसभित्रका नीति-नियममा बाँधिएर गर्भपतनबारे खुला रुपमा बोल्न सकिन्न भन्ने भन्ने कुरा पनि श्रीमानले गरे ,National
5832,’भारतको एउटा राज्य सरकारको तल्लो निकायबाट पत्र आउनुले नेपालमाथि हस्तक्षेप गर्ने प्रवृत्ति कति तलैसम्म रहेछ र त्यसले कतिसम्म प्रोत्साहन पाइरहेको रहेछ भन्ने कुराको दृष्टान्त दिएको वैद्यको दाबी छ ,National
5833, पोखराको नयाँबजारमा शुक्रबारदेखि सुरु भएको राष्ट्रिय औद्योगिक व्यापार मेलामा डाँडाघरे वाइनले पनि स्टल सहभागिता जनाएको छ ,Economy
5834, मन्त्रालयका प्रवक्ता डा हरि लम्सालको अगुवाइमा बुधबार ललितपुरस्थित रातो बङ्गला र आइडियल मोडल स्कुलको अनुगमन गरिएको थियो,Entertainment
5835,’ यसवर्ष बाहिर घुमघाममा नगई घरमै परिवारजनसँग बसेर रमाईलो गरिरहेको उनले बताईन् ,Entertainment
5836, त्यसबाटै तङ्ग्रिंदै शुरु मात्र गरेको सिर्जनशील मस्तिष्क मधेश आन्दोलन र भारतीय नाकाबन्दीले पुनः थलियो,Entertainment
5837," प्रचार प्रसार कार्यक्रममा सहभागी भएका सो चलचित्रमा अभिनय गरेका कलाकार गिरी सहित सिताराम कट्टेल(धुर्मुस), केदार घिमिरे(माग्ने बुढा)ले दर्शकलाई मनोरञ्जन दिँदै हसाएका थिए ",Entertainment
5838, खासमा अन्धकारमा उज्यालो दिन जोडिएका ती बत्ती रातको समयमा भने काम लाग्दैनन् ,National
5839, माइक्रोसफ्ट इनोभेसन सेन्टर नेपालले स्मार्ट स्टार्टअपको खोजी गर्दैछ जसलेछेत्रीयसमस्या समधान रविश्वव्यापीबजारको लागिलाभदायकउत्पादनकोबिकासगर्छ,Economy
5840, पोखरा पुगेपछि सराङकोट जाने ठूलो रहर थियो तर त्यहाँ जान खोज्दा माथिसम्म गाडी नपुग्ने भएपछि जान पाएनौं ,Entertainment
5841, संविधानमा पनि कुनै रोक नलगाइएको भन्दै यदि राजनीति गरेकालाई नल्याउने हो भने कानुन बनाउन चुनौती दिइन् ,National
5842, ज्ञापन–पत्र बुझ्दै प्रमुख जिल्ला अधिकारी भट्टले सम्वन्धित निकायमा तत्कालै पठाईने प्रतिवद्धता व्यक्त गरेका छन् ,National
5843,बधशाला सफा गरिसकेपछि शिलबन्दी गरेर टोली र्फकने आपूर्ति व्यवस्थापन विभागले जनाएको छ ,Economy
5844, तपाईंले पूर्व तयारीका गर्नुपर्ने त्यस्ता धेरै कुरा छन् जसले विदेश यात्रालाई सजिलो बनाउनेछ ,National
5845, साहित्यमा मात्र लेख्न नहुने भन्ने दोहोरो मानसिकताबाट हामी निस्कन सक्नुपर्छ ,Entertainment
5846,"  सूर्य वा चन्द्रमा निकै मधुरो देखीनु, तारा खसेको देख्नु कसैको मृत्यु या शोकको समाचार प्राप्त हुने संकेत हो ",Entertainment
5847,"पहिलो पटक अभिनयमा पाइला राख्न लागेका ब्रेट ली भन्छन्, ‘क्रिकेट मैदानमा पनि म अभिनेता नै थिएँ ",Sports
5848, साहित्यकार तथा रङ्गकर्मी समेत रहेका प्रतिष्ठानका प्राज्ञ रमेश रञ्जनका अनुसार शुक्रवार कटैया गाविसमा अवस्थित दीनाभद्री स्थलको स्थलगत अध्ययन एवम् अवलोकन गरिनेछ ,National
5849,कालोसूचीमा परेका करदातालाई नगरपालिकाबाट प्रदान गरिने कुनै पनि सिफारिस उपलब्ध नगराउने र मालपोत कार्यालयमा घर जग्गा रोक्कासमेत गरिने कार्यकारी अधिकृत कोइरालाको भनाइ छ ,Economy
5850, पोखरामा ‘सफल अन्तर्राष्ट्रिय पोखरा म्याराथन’ दौड प्रतियोगिता हुने भएको छ ,Sports
5851,"यसपटक उनले कीन अवार्ड कार्यक्रमलाई प्रयोग गरे त ? दिनेश भन्छन्, ‘त्यो अवार्ड टेलिभिजनबाट लाइभ जाने अनि सबै पत्रकार, कलाकार एकै ठाउँमा भेला भएको त्यो प्लेटफर्म सही हुने ठानेर प्रयोग गरेको हुँ ",Entertainment
5852, वरिष्ठ लेखक एवम् साहित्यकार खगेन्द्र सङ्ग्रौलाले मधेशको न्यायपूर्ण आन्दोलनलाई गोलीले दबाउने कार्य नरोकिए बाध्य भएर मधेश डा. सीके राउतको धारमा जानसक्ने शंकेत गरेका छन् ,National
